zero_index,t_value,rank,prime_p,prime_q,impact_score,phase_cos,pair_str
175,357.95268510163226,3,3,13,-0.04989254528169636,-0.9729046329930789,"(3, 13)"
175,357.95268510163226,4,5,13,-0.028271436390993752,-0.9188216827072969,"(5, 13)"
175,357.95268510163226,5,2,29,-0.019576347611559807,-0.5677140807352344,"(2, 29)"
176,359.74375495311443,1,2,5,-0.19439241947714597,-0.9719620973857298,"(2, 5)"
176,359.74375495311443,2,3,7,-0.09496587446514937,-0.9971416818840684,"(3, 7)"
176,359.74375495311443,3,2,11,-0.07171074553261689,-0.7888182008587857,"(2, 11)"
176,359.74375495311443,4,2,17,-0.05781720933380628,-0.9828925586747068,"(2, 17)"
176,359.74375495311443,5,3,11,-0.04680515957333865,-0.7722851329600877,"(3, 11)"
177,361.28936169580464,1,2,3,-0.13169846926877407,-0.39509540780632224,"(2, 3)"
177,361.28936169580464,2,3,5,-0.09307550263550131,-0.6980662697662599,"(3, 5)"
177,361.28936169580464,3,2,5,-0.07639479768633492,-0.38197398843167457,"(2, 5)"
177,361.28936169580464,4,2,13,-0.05249018458916561,-0.6823723996591529,"(2, 13)"
177,361.28936169580464,5,2,19,-0.0502068887468649,-0.9539308861904332,"(2, 19)"
178,363.33133057897385,1,2,3,-0.3146191584342185,-0.9438574753026556,"(2, 3)"
178,363.33133057897385,2,2,7,-0.13355311675327694,-0.9348718172729386,"(2, 7)"
178,363.33133057897385,3,3,5,-0.1293520632667676,-0.970140474500757,"(3, 5)"
178,363.33133057897385,4,2,11,-0.0800127011579515,-0.8801397127374665,"(2, 11)"
178,363.33133057897385,5,5,7,-0.055054169531063145,-0.9634479667936051,"(5, 7)"
179,364.736024114089,1,2,3,-0.3243355124631442,-0.9730065373894327,"(2, 3)"
179,364.736024114089,2,3,5,-0.07619160120986279,-0.571437009073971,"(3, 5)"
179,364.736024114089,3,5,7,-0.055987486546331504,-0.9797810145608014,"(5, 7)"
179,364.736024114089,4,3,11,-0.05361155246003181,-0.8845906155905249,"(3, 11)"
179,364.736024114089,5,2,13,-0.04233043097984556,-0.5502956027379923,"(2, 13)"
180,366.2127102883313,1,2,3,-0.2245594518042863,-0.6736783554128589,"(2, 3)"
180,366.2127102883313,2,2,5,-0.16584221487806372,-0.8292110743903185,"(2, 5)"
180,366.2127102883313,3,3,7,-0.07119547408016286,-0.74755247784171,"(3, 7)"
180,366.2127102883313,4,2,11,-0.058166394382453246,-0.6398303382069856,"(2, 11)"
180,366.2127102883313,5,3,13,-0.05003400169957357,-0.9756630331416846,"(3, 13)"
181,367.9935754817403,1,2,5,-0.10147014380478561,-0.507350719023928,"(2, 5)"
181,367.9935754817403,2,2,7,-0.09897509732761117,-0.6928256812932783,"(2, 7)"
181,367.9935754817403,3,3,7,-0.06753863163152395,-0.7091556321310014,"(3, 7)"
181,367.9935754817403,4,2,13,-0.05346108988828116,-0.6949941685476551,"(2, 13)"
181,367.9935754817403,5,3,17,-0.03282960127792877,-0.8371548325871837,"(3, 17)"
182,368.96843809573437,1,2,7,-0.1306804130436411,-0.9147628913054879,"(2, 7)"
182,368.96843809573437,2,2,23,-0.03840068563352635,-0.8832157695711061,"(2, 23)"
182,368.96843809573437,3,2,17,-0.02787482225700727,-0.4738719783691236,"(2, 17)"
182,368.96843809573437,4,3,19,-0.02741919318325836,-0.7814470057228633,"(3, 19)"
182,368.96843809573437,5,7,11,-0.025075249299800706,-0.9653970980423271,"(7, 11)"
183,370.050919212106,1,2,11,-0.07417206759072532,-0.8158927434979786,"(2, 11)"
183,370.050919212106,2,3,11,-0.06003664655254101,-0.9906046681169267,"(3, 11)"
183,370.050919212106,3,2,19,-0.04429505553654644,-0.8416060551943824,"(2, 19)"
183,370.050919212106,4,2,29,-0.034466699979438783,-0.9995342994037247,"(2, 29)"
183,370.050919212106,5,5,11,-0.033510860712322885,-0.9215486695888794,"(5, 11)"
184,373.06192837211285,1,2,5,-0.16502059838664265,-0.8251029919332132,"(2, 5)"
184,373.06192837211285,2,2,7,-0.10557864104096708,-0.7390504872867696,"(2, 7)"
184,373.06192837211285,3,3,5,-0.06430180173022565,-0.48226351297669234,"(3, 5)"
184,373.06192837211285,4,3,7,-0.033951753752125016,-0.3564934143973127,"(3, 7)"
184,373.06192837211285,5,3,19,-0.02898144499460993,-0.8259711823463831,"(3, 19)"
185,373.86487391090856,1,2,5,-0.19817165050109803,-0.9908582525054901,"(2, 5)"
185,373.86487391090856,2,2,7,-0.13780414648634717,-0.9646290254044302,"(2, 7)"
185,373.86487391090856,3,3,5,-0.10554494069085714,-0.7915870551814286,"(3, 5)"
185,373.86487391090856,4,2,11,-0.083807747026181,-0.921885217287991,"(2, 11)"
185,373.86487391090856,5,3,7,-0.08236640584219028,-0.864847261342998,"(3, 7)"
186,375.82591276673935,1,3,5,-0.1255058106941063,-0.9412935802057972,"(3, 5)"
186,375.82591276673935,2,3,7,-0.040148364697299925,-0.42155782932164926,"(3, 7)"
186,375.82591276673935,3,3,19,-0.029301872189013756,-0.8351033573868921,"(3, 19)"
186,375.82591276673935,4,2,19,-0.02819867055288098,-0.5357747405047386,"(2, 19)"
186,375.82591276673935,5,2,37,-0.026690323622518195,-0.9875419740331731,"(2, 37)"
187,376.32409223066804,1,3,5,-0.11013221017565385,-0.8259915763174038,"(3, 5)"
187,376.32409223066804,2,2,3,-0.07243252719171836,-0.2172975815751551,"(2, 3)"
187,376.32409223066804,3,3,19,-0.03311316943924248,-0.9437253290184108,"(3, 19)"
187,376.32409223066804,4,3,37,-0.017732514119612033,-0.9841545336384678,"(3, 37)"
187,376.32409223066804,5,3,43,-0.015274816793330792,-0.985225683169836,"(3, 43)"
188,378.4366802499655,1,2,3,-0.2932958924731078,-0.8798876774193234,"(2, 3)"
188,378.4366802499655,2,2,7,-0.13693147117506604,-0.9585202982254624,"(2, 7)"
188,378.4366802499655,3,2,19,-0.043445092593183264,-0.825456759270482,"(2, 19)"
188,378.4366802499655,4,2,11,-0.04020257500835719,-0.44222832509192905,"(2, 11)"
188,378.4366802499655,5,3,17,-0.038738259575017246,-0.9878256191629398,"(3, 17)"
189,379.87297534653237,1,2,3,-0.33206691686436035,-0.9962007505930811,"(2, 3)"
189,379.87297534653237,2,2,5,-0.16009632756197134,-0.8004816378098566,"(2, 5)"
189,379.87297534653237,3,3,11,-0.05728768359706179,-0.9452467793515195,"(3, 11)"
189,379.87297534653237,4,2,17,-0.04425502497178845,-0.7523354245204037,"(2, 17)"
189,379.87297534653237,5,5,7,-0.03142107548816213,-0.5498688210428373,"(5, 7)"
190,381.4844686171865,1,2,3,-0.246020995676298,-0.7380629870288941,"(2, 3)"
190,381.4844686171865,2,2,5,-0.13439877758666507,-0.6719938879333254,"(2, 5)"
190,381.4844686171865,3,2,11,-0.0908801334457397,-0.9996814679031366,"(2, 11)"
190,381.4844686171865,4,3,7,-0.08936341306475248,-0.9383158371799011,"(3, 7)"
190,381.4844686171865,5,5,7,-0.05154409388764134,-0.9020216430337236,"(5, 7)"
191,383.44352944953647,1,2,7,-0.13648416241841227,-0.9553891369288859,"(2, 7)"
191,383.44352944953647,2,5,7,-0.05585386990904436,-0.9774427234082763,"(5, 7)"
191,383.44352944953647,3,3,13,-0.05108530643359492,-0.996163475455101,"(3, 13)"
191,383.44352944953647,4,2,17,-0.04722280744246535,-0.8027877265219109,"(2, 17)"
191,383.44352944953647,5,2,19,-0.040433764222447474,-0.768241520226502,"(2, 19)"
192,384.95611681486366,1,2,11,-0.0857153068107065,-0.9428683749177715,"(2, 11)"
192,384.95611681486366,2,3,11,-0.048111453709160784,-0.7938389862011529,"(3, 11)"
192,384.95611681486366,3,5,7,-0.04289444289910396,-0.7506527507343194,"(5, 7)"
192,384.95611681486366,4,3,5,-0.03888108893935297,-0.2916081670451473,"(3, 5)"
192,384.95611681486366,5,2,13,-0.032333604302241616,-0.42033685592914094,"(2, 13)"
193,385.86130084597426,1,3,5,-0.09169165181306234,-0.6876873885979675,"(3, 5)"
193,385.86130084597426,2,2,17,-0.05244108616075582,-0.891498464732849,"(2, 17)"
193,385.86130084597426,3,3,17,-0.03873835214637831,-0.9878279797326469,"(3, 17)"
193,385.86130084597426,4,2,11,-0.03264893725278073,-0.359138309780588,"(2, 11)"
193,385.86130084597426,5,5,11,-0.03192420764964473,-0.8779157103652302,"(5, 11)"
194,387.222890222388,1,2,5,-0.19635445298816848,-0.9817722649408424,"(2, 5)"
194,387.222890222388,2,3,5,-0.13242235371715458,-0.9931676528786593,"(3, 5)"
194,387.222890222388,3,2,13,-0.04761981891131125,-0.6190576458470463,"(2, 13)"
194,387.222890222388,4,2,23,-0.04319954937270689,-0.9935896355722585,"(2, 23)"
194,387.222890222388,5,3,13,-0.0346471229252637,-0.6756188970426422,"(3, 13)"
195,388.84612835423223,1,2,7,-0.1404150282519427,-0.9829051977635989,"(2, 7)"
195,388.84612835423223,2,3,5,-0.10092095040941572,-0.7569071280706179,"(3, 5)"
195,388.84612835423223,3,2,11,-0.09090569338336466,-0.9999626272170112,"(2, 11)"
195,388.84612835423223,4,3,7,-0.08776690118764392,-0.9215524624702612,"(3, 7)"
195,388.84612835423223,5,2,17,-0.05493561492105549,-0.9339054536579433,"(2, 17)"
196,391.45608356363806,1,2,13,-0.05694712314565945,-0.7403126008935729,"(2, 13)"
196,391.45608356363806,2,3,13,-0.03168064089609576,-0.6177724974738674,"(3, 13)"
196,391.45608356363806,3,5,13,-0.03020827259207023,-0.9817688592422824,"(5, 13)"
196,391.45608356363806,4,2,17,-0.028586678853508296,-0.48597354050964103,"(2, 17)"
196,391.45608356363806,5,2,29,-0.0272114113165115,-0.7891309281788335,"(2, 29)"
197,392.2450833395191,1,2,3,-0.1271197170646817,-0.3813591511940451,"(2, 3)"
197,392.2450833395191,2,2,11,-0.08062844089457795,-0.8869128498403573,"(2, 11)"
197,392.2450833395191,3,2,19,-0.05071630244775624,-0.9636097465073686,"(2, 19)"
197,392.2450833395191,4,3,13,-0.049661701111225864,-0.9684031716689043,"(3, 13)"
197,392.2450833395191,5,2,17,-0.047697098910911596,-0.8108506814854971,"(2, 17)"
198,393.427743844434,1,2,3,-0.2549468283240476,-0.7648404849721427,"(2, 3)"
198,393.427743844434,2,2,5,-0.14091676656888769,-0.7045838328444384,"(2, 5)"
198,393.427743844434,3,2,7,-0.1337829841477851,-0.9364808890344958,"(2, 7)"
198,393.427743844434,4,3,11,-0.03740548023942278,-0.6171904239504759,"(3, 11)"
198,393.427743844434,5,2,29,-0.03240079601825449,-0.9396230845293801,"(2, 29)"
199,395.5828700109937,1,2,3,-0.32831009801410044,-0.9849302940423014,"(2, 3)"
199,395.5828700109937,2,2,5,-0.07511813145739318,-0.3755906572869659,"(2, 5)"
199,395.5828700109937,3,3,7,-0.05353168368369122,-0.5620826786787578,"(3, 7)"
199,395.5828700109937,4,2,11,-0.04338605347969692,-0.4772465882766661,"(2, 11)"
199,395.5828700109937,5,2,31,-0.029958150996104042,-0.9287026808792254,"(2, 31)"
200,396.3818542225922,1,2,3,-0.29288061284472183,-0.8786418385341656,"(2, 3)"
200,396.3818542225922,2,3,7,-0.09107076661592879,-0.9562430494672524,"(3, 7)"
200,396.3818542225922,3,2,11,-0.08714448966271347,-0.9585893862898482,"(2, 11)"
200,396.3818542225922,4,3,13,-0.05125106393816343,-0.9993957467941869,"(3, 13)"
200,396.3818542225922,5,3,17,-0.035406476014983465,-0.9028651383820784,"(3, 17)"
